"Product Name","Price_TND","Rating","Review count","Review","Category"
"12.1 inch Hospital Clinic International Standard Permanent Body Temperature Probe Vet  Patient Monitor"," 2043,442","4.9","14","""fast shipment""","Veterinary"
"Clinic Stainless Steel Pet Ultrasound Table With Facuets Pet Vet Operation Table"," 1401,127","","","","Veterinary"
"Factory Price  Orthopedic 4.0mm Locking Plate  Set  Surgical"," 1196,468","5.0","17","""Fast shipping""","Veterinary"
"Crossley Molar Stainless Steel/"," 8,817","","","","Veterinary"
"Farriers Tools Horse Hoof Loop Knife"," 18,892","","","","Veterinary"
"Artificial Insemination Kit Gun for Cow  Insemination"," 40,932","4.5","61","""good service""","Veterinary"
"EUR PET High Performance  Anesthesia Machine With isoflurane evaporator"," 1256,292","5.0","31","""excellent service""","Veterinary"
"laptop ultra sound machine& ecography DW500Other"," 629,720","4.9","11","""great service""","Veterinary"
"Farm Cattle Horse Hoof Knife Shears Right Handed Double Edge  Sheep Goat Pig Castration Animal Foot Pruning Tools"," 3,149","","","","Veterinary"
"Factory hot sale   long sleeve plastic artificial insemination examination gloves"," 14,547","4.2","3","""kind service""","Veterinary"
"Bloodless Castrator for Lambs"," 38,571","","","","Veterinary"
"Podiatry Assistant Pack/"," 25,189","","","","Veterinary"
"high quality stainless steel bloodless burdizzo castrator","","","","""good service""","Veterinary"
"Orthopedic Stainless Steel spay pack"," 850,122","5.0","10","","Veterinary"
"animal europlex metal gun syringe 30ml - 50ml animal &"," 6,298","4.9","13","""good job""","Veterinary"
"Metal  Syringe Injection Glass Sampler Livestock Stainless Steel"," 26,764","","","","Veterinary"
"Laryngoscope Set Hospital    Medical Diagnostic Surgical  9 PCS Set"," 62,972","","","","Veterinary"
"X Ray Reference Ball Orthopedic"," 103,904","5.0","1","","Veterinary"
"Potable  Dehorning  Fast Remove Cattle Horn Machine Manual Calf Sheep Goat Dehorner Wire Saw"," 56,675","4.6","51","""nice service""","Veterinary"
"Protatable Color Vet Ultrasound Device / Veteinary Equipment /"," 2833,740","4.7","9","""GREAT service""","Veterinary"
"Pakistan Manufacturer   Horse Picks Best Equine Tools   Horse Picks","","","","","Veterinary"
"Medical   Sterile Animal Urinary Catheter Cat Catheter"," 0,3149","4.9","102","""fast delivery""","Veterinary"
"TPLO Jig Small Stainless Steel  Orthopedic Implants Orthopedic Surgical"," 1221,657","5.0","1","","Veterinary"
"beijing eaven medical  TPLO Saw Medical Electric Power Drill Tools Orthopedic"," 3306,030","5.0","17","""Fast service""","Veterinary"
"Equine Stomach Equine Stainless Steel Tube Equestrian"," 94,458","","","","Veterinary"
"20G 25mm(1inch) stainless steel needles   syringe metal needle"," 1,260","4.9","12","""quick delivery""","Veterinary"
"Dog Ear Cropping Clamps with Teeth Doberman Pitbull Ear Cropping Tools   for Vet Clinic"," 49,308","5.0","1","","Veterinary"
"syringe stainless steel needles animal syringe needle"," 1,543","","","","Veterinary"
"Hot sale medical equipment surgical   sets screw box  box for screw and plate"," 188,916","4.9","6","","Veterinary"
"Quality Animal Castration"," 18,892","","","","Veterinary"
"Surgical     Surgical Animal Pet Surgical  Set"," 94,458","4.9","26","""Great service""","Veterinary"
"Yushuoda  equipment surgical table"," 1259,440","5.0","12","""fast shipping""","Veterinary"
"Osteotome German Stainless Steel Orthopedic"," 3,149","","","","Veterinary"
"Top Hoof Knife with Wood Handle"," 5,511","","","","Veterinary"
"Manual Stainless Steel Blade Custom Size Steel Handles Sharp Sheep Shear | Caremed","","","","","Veterinary"
"HC-R084 Portable surgical laser for  semiconductor laser therapy  for animals","","4.8","42","""Good Service""","Veterinary"
"popular sale   therapy for VET Diode laser 980nm"," 9445,800","4.9","6","""fast process""","Veterinary"
"High Quality  & Surgical  | Alligator Forceps 3.5"" Surgical"," 3,149","","","","Veterinary"
"Hoof Knife with Wood Handle   High Quality Hoof Knife"," 6,298","","","","Veterinary"
"breeding tools A.I. semen sheath for insemination","","4.8","9","""fast shipping""","Veterinary"
"Mayo Hegar Needle Holder 7"" German Dental Surgical"," 3,149","","","","Veterinary"
"BATERSUARG---Visual Artificial Insemination Gun (cow)/Animal  / Transcervical Insemination Gun(cattle)"," 629,720","4.2","4","""arrived on time""","Veterinary"
"Clinic Operation Table,  Equipment   Animals Vet Operation Table/"," 1416,870","4.4","3","""great service""","Veterinary"
"High quality   Bloodless Castrator with Cord-Stop for bull and big animals"," 78,715","","","","Veterinary"
"Direct Factory Wholesale Top Price Stainless Steel tool Kit   New Arrival Farrier By ENTONIA INDUSTRY"," 18,892","","","","Veterinary"
"High Quality Professional   ,farrier tools ,Half Round  Farrier Horse Hoof Nipper Heavy Duty"," 23,458","","","","Veterinary"
"ORTHOPEDIC  SET FOR"," 283,374","","","","Veterinary"
"Poultry  cow Mastitis Super Paddle test"," 1,575","4.6","6","""good service""","Veterinary"
"your pet care dog ccv test kit/canine rapid test/vet test detection"," 57,935","5.0","1","""good service""","Veterinary"
"Hausman Emasculators Castration    Manufacturers Sialkot Pakistan"," 34,635","","","","Veterinary"
